,author,title,source,date,target
14852,By Caryn Shinske ,"""Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.""",Barbara Buono," March 10, 2013",barely-true
14853,By Janie Har ,"Says ""Kurt Schrader supports Obama’s sequester … but won’t cut $1.6 million to fund new video games.""",National Republican Congressional Committee," March 10, 2013",pants-fire
14854,By Michael McKinney ,"""In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.""",Christopher Blazejewski," March 10, 2013",true
14855,By Amy Sherman ,"Florida is ""second in the nation in the uninsured.""",Christopher L. Smith," March 8, 2013",mostly-true
14856,By Nancy Madsen ,On raising taxes.,Bob McDonnell," March 8, 2013",full-flop
14857,By Molly Moorhead ,"Says Jeb Bush ""flip-flop-flip(ped) on immigration.""",Debbie Wasserman Schultz," March 8, 2013",true
14858,By Tom Kertscher ,"""In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.""",Scott Walker," March 8, 2013",mostly-true
14859,By Janel Davis ,Says the Georgia Dome would need up to $350 million in work over the next five to seven years.,Kasim Reed," March 8, 2013",half-true
14860,By Becky Bowers ,"""The president is advocating a drone strike program in America.""",Rand Paul," March 7, 2013",false
14861,By Louis Jacobson ,"""When the president's spokesman was asked about (Anwar) al-Awlaki's son, … he said he should have chosen a more responsible father.""",Rand Paul," March 7, 2013",half-true
14862,By Brandon Blackwell ,"Under Gov. John Kasich’s budget proposal, ""the top one percent in Ohio will pay $10,000 less in income tax each year, but Ohio’s working and middle class families will pay more.""",Dan Ramos," March 7, 2013",half-true
14863,By Amy Sherman ,"""For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services.""",Rick Scott," March 7, 2013",mostly-true
14864,By Caryn Shinske ,"""We have over 300,000,000 weapons, firearms in this country. That’s almost as big as the population.""",James Florio," March 7, 2013",true
14865,By Michael McKinney ,"""Rhode Island could tell you who has a camper, but we couldn't figure out who has a gun.""",Linda Finn," March 7, 2013",mostly-true
14866,By Becky Bowers ,"Of $60 billion Congress approved in response to Hurricane Sandy, ""only 10 percent was for disaster relief.""",Al Cardenas," March 6, 2013",false
14867,By Ian K. Kullgren ,"Says if Oregon had limited its budget growth to the rate of population growth plus the rate of inflation, the state’s all-funds budget would be about $27 billion today, not $60 billion.",Doug Whitsett," March 6, 2013",mostly-true
14868,By W. Gardner Selby ,Says Texas has the most uninsured people of any state -- 6 million.,Garnet Coleman," March 6, 2013",barely-true
14869,By Eric Stirgus ,The United States gives $8 million a day to Israel and gives that country a blank check.,Council for the National Interest," March 6, 2013",mostly-true
14870,By Louis Jacobson ,"A ""legacy of taxing and borrowing … crippled the economy we inherited two years ago.""",Rick Scott," March 5, 2013",false
14871,By Katie Sanders ,Says Gov. Rick Scott cut more government jobs than were created in the private sector in Florida in 2012.,Florida Democratic Party," March 5, 2013",pants-fire
14872,By Amy Sherman ,"Says Rick Scott called education not a ""core function"" of the state.",Florida Democratic Party," March 5, 2013",false
14873,By Louis Jacobson ,"""Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best, where African-American turnout actually exceeds white turnout? Mississippi.""",John Roberts," March 5, 2013",half-true
14874,By Katie Sanders ,"Says his proposed education spending ""is the highest state funding level in Florida history.""",Rick Scott," March 5, 2013",half-true
14875,By Amy Sherman ,"The majority of public funding for the Marlins stadium ""came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.""",Jeffrey Loria," March 5, 2013",half-true
14876,By Janel Davis ,"""In Atlanta, since 1994 when the ‘Seven Deadly Sins’ (mandatory minimum sentences) took effect, the violent crime rate has dropped 62 percent.""",Paul  Howard," March 5, 2013",mostly-true
14877,By Molly Moorhead ,"""There's no plan from Senate Democrats or the White House to replace the sequester.""",John Boehner," March 4, 2013",pants-fire
14878,By Tom Kertscher ,"Two-thirds of Wisconsinites receiving unemployment checks ""are not required to search for work due to current work search exemptions.""",Scott Walker," March 4, 2013",mostly-true
14879,By Maryalice Gill ,New Hampshire is currently the only state in the nation that does not have a full-service veterans hospital or equivalent access.,Carol Shea-Porter," March 4, 2013",half-true
14880,By Dave Umhoefer ,"Under Gov. Scott Walker’s public-school budgets, ""a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.""",Sondy Pope," March 3, 2013",false
14881,By Caryn Shinske ,"""Since January 2010, New Jersey has added 103,000 new private sector jobs. The last two years -- 2011 and 2012 -- have been the best two years of private sector job growth since 1999.""",Chris Christie," March 3, 2013",mostly-true
14882,By C. Eugene Emery Jr. ,"""There's a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. There's a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And there's federal grants for felons to set up their own small businesses.""",Carolyn Medeiros," March 3, 2013",barely-true
14883,By Janie Har ,"Says ""Studies show the average age of entry into prostitution is 12 to 14 years old.""",Diane McKeel," March 2, 2013",half-true
14884,By Becky Bowers ,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,Barack Obama," March 1, 2013",mostly-true
14885,By W. Gardner Selby ,"Says that since 1975, redistricting by Texas lawmakers has always been found in violation of Section 5 of the Voting Rights Act.",Trey Martinez Fischer," March 1, 2013",half-true
14886,By Louis Jacobson ,"Due to the sequester, ""people are going to be unsafe. Homes are going to burn.""",Ami Bera," March 1, 2013",barely-true
14887,By Warren Fiske ,"Virginia is ""the only state"" that has a tradition of attorneys general resigning if they run for governor.",Ken Cuccinelli," March 1, 2013",true
14888,By Molly Moorhead ,"""There are literally teachers now who are getting pink slips"" because of sequestration.",Arne Duncan," March 1, 2013",barely-true
14889,By W. Gardner Selby ,"Says the ""last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.""",Greg Abbott," March 1, 2013",true
14890,By Eric Stirgus ,"""Of the 18 stadiums built from 2004 to 2013, 47 percent of the total cost came from public sources.""",Duriya Farooqui," March 1, 2013",mostly-true
14891,By Michael McKinney ,"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.",Nancy Denuccio," March 1, 2013",mostly-true
14892,By Becky Bowers ,"Says the federal government is earning more tax revenue now ""than any other time.""",Kevin McCarthy," February 28, 2013",barely-true
14893,By Caryn Shinske ,"""Property taxes had increased 70 percent in the previous 10 years.""",Chris Christie," February 28, 2013",mostly-true
14894,By Robert Higgs ,"""About two-thirds of all consumption is services. . . It was just the opposite"" when the sales tax was enacted in the '30s.",Joseph Testa," February 27, 2013",mostly-true
14895,By Molly Moorhead ,"""There's going to be a slowdown and delays in flights"" as a result of the sequester.",Raymond LaHood," February 27, 2013",mostly-true
14896,By Charles Pope ,"Says ""Did you know that the #KeystoneXL project is expected to create 20,000 American jobs, including more than 800 in Oregon?""",Greg Walden," February 27, 2013",barely-true
14897,By Sue Owen ,"Comic strip says government study shows Head Start ""has little or no impact on the children it’s supposed to help.""",Mallard Fillmore," February 26, 2013",mostly-true
14898,By Louis Jacobson ,"""When I ran against incumbent President Gerald Ford, you know how much money we raised? None.""",Jimmy Carter," February 26, 2013",mostly-true
14899,By Eric Stirgus ,Felony crimes in the city of Atlanta are the lowest they have been since 1969.,Kasim Reed," February 26, 2013",true
14900,By Becky Bowers ,"In a budget deal struck in 2011 ""a trillion dollars of cuts went into effect immediately, and then a special committee was set up ... to get agreement on another $3 trillion of cuts.""",Bill Nelson," February 25, 2013",half-true
14901,By Janel Davis ,"Says that except for foreign policy, Ron Paul’s voting record and his voting record are virtually identical.",Paul Broun," February 25, 2013",true
14902,By Tom Kertscher ,"""You can't bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of what's going on,"" but ""you can bring a gun up there.""",Peter Barca," February 24, 2013",mostly-true
14903,By Caryn Shinske ,"""New Jersey has lost over half of our pharmaceutical jobs to states you know, not low-tax states like in the South, but high-tax states like New York.""",Barbara Buono," February 24, 2013",mostly-true
14904,By C. Eugene Emery Jr. ,"Of six Rhode Island tax-credit programs worth about $35 million, ""three companies got 90 percent of that -- CVS and two companies not even located in the state of Rhode Island.""",Gary Sasse," February 24, 2013",true
14905,By Janie Har ,Knopp says he upheld a campaign promise not to join the Public Employees Retirement System (PERS).,Tim Knopp," February 23, 2013",mostly-true
14906,By Louis Jacobson ,"If the sequester hits, federal prosecutors will have to ""let criminals go.""",Barack Obama," February 22, 2013",barely-true
14907,By Tom Feran ,"""Kewpie burgers are delicious. An Ohio institution. And they'll cost less thanks to John Kasich's tax cut.""",Ohio Republican Party," February 22, 2013",mostly-true
14908,By Katie Sanders ,"""In other jurisdictions where (a domestic partnership registry) has been enacted, we have seen that fewer people enter into marriage.""",Florida Conference of Catholic Bishops," February 22, 2013",barely-true
14909,By Becky Bowers ,"Says if Congress doesn’t avoid the sequester, ""tens of thousands of parents will have to scramble to find child care for their kids.""",Barack Obama," February 22, 2013",half-true
14910,By Sean Gorman ,"""The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.""",Eric Cantor," February 22, 2013",pants-fire
14911,By Janel Davis ,"""What concerns me is there is only two sentences that have been written about minority business.""",Vincent Fort," February 22, 2013",half-true
14912,By Michael McKinney ,"""More than 9,000 Rhode Island voters used the Moderate Party master lever mechanism and they didn't have a single Moderate on their ballot.""",Kenneth Block," February 22, 2013",mostly-true
14913,By Tom Feran ,"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing ""everybody a lot of money.""",John Kasich," February 21, 2013",mostly-true
14914,By Louis Jacobson ,"If the sequester hits, ""hundreds of thousands of Americans will lose access to primary care and preventive care like flu vaccinations and cancer screenings.""",Barack Obama," February 21, 2013",half-true
14915,By Louis Jacobson ,"The sequester ""won’t consider whether we’re cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesn’t make those distinctions.""",Barack Obama," February 21, 2013",mostly-true
14916,By W. Gardner Selby ,Says Travis County's unemployment rate is below the national average while its poverty rate exceeds the national average--and local poverty is rising.,Sarah Eckhardt," February 21, 2013",mostly-true
14917,By Eric Stirgus ,"""There’s more murders with hammers last year than...shotguns and pistols and AK-47s.""",Bill Jackson," February 21, 2013",pants-fire
14918,By Caryn Shinske ,"Says, ""when this governor came to office, he had (an) 11 billion dollar  - I call it mismanagement – deficit.""",Jon Bramnick," February 21, 2013",mostly-true
14919,By W. Gardner Selby ,"Says Chuck Hagel’s nomination as defense secretary ""has been publicly celebrated by the Iranian government.""",Ted Cruz," February 21, 2013",pants-fire
14920,By Stephen Koff ,"Federal spending on entitlements ""is projected to consume all revenue by 2045.""",Josh Mandel," February 21, 2013",mostly-true
14921,By Jake Berry ,"""The only time in our history when the debt has been higher than this was the end of World War II.""",David Cote," February 20, 2013",mostly-true
14922,By Becky Bowers ,"Says after Hurricane Sandy, New York Mayor Michael Bloomberg ""refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!""",Wayne LaPierre," February 20, 2013",barely-true
14923,By Molly Moorhead ,"""The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.""",Wayne LaPierre," February 20, 2013",barely-true
14924,By Amy Sherman ,"""The group that supported the president’s health care bill the most? Latinos.""",David Plouffe," February 20, 2013",barely-true
14925,By Dave Umhoefer ,"""Nobody in total is proposing cutting anything. We’re trying to reduce the rate of growth in government.""",Ron Johnson," February 20, 2013",mostly-true
14926,By Eric Stirgus ,"""There are more people killed with baseball bats and hammers than are killed with guns.""",Paul Broun," February 20, 2013",pants-fire
14927,By Christian Gaston ,"Says ""If Oregon’s Legislature simply authorizes $450 million for the CRC, it will … leave Oregon holding the bag for a great deal more cost responsibility.""",Bob Stacey," February 20, 2013",false
14928,By Louis Jacobson ,"""Phoenix is already one of the kidnapping capitals of the world.""",Wayne LaPierre," February 19, 2013",false
14929,By Katie Sanders ,"""The majority of (the American people) voted for a Democratic House.""",Steny Hoyer," February 19, 2013",mostly-true
14930,By Sabrina Eaton ,"""There are 3 million jobs that go vacant each month in this country.""",Dave Joyce," February 19, 2013",true
14931,By Sue Owen ,Says Austin is the largest city in the U.S. without nonstop flights to Europe.,Pete Winstead," February 19, 2013",false
14932,By Nancy Madsen ,"""Collectively states are spending more on Medicaid than they do on K-12 education.""",Eric Cantor," February 19, 2013",true
14933,By Katie Sanders ,"""Every dollar we invested in high-quality, early education programs can save more than $7 later on by boosting graduation rates, reducing teen pregnancy, even reducing crime.""",Barack Obama," February 19, 2013",half-true
14934,By Bill Adair ,Says wrestling was a favorite sport of Abraham Lincoln.,Donald Rumsfeld," February 18, 2013",true
14935,By Angie Drobnic Holan ,"Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: ""This is not a filibuster.""",John Cornyn," February 18, 2013",barely-true
14936,By Amy Sherman ,"""Agriculture has always required a significant workforce from abroad.""",Marco Rubio," February 18, 2013",barely-true
14937,By Amy Sherman ,"The United States does ""not have a system through which growers and dairies can bring a workforce legally into the U.S.""",Marco Rubio," February 18, 2013",barely-true
14938,By Tom Kertscher ,"Wisconsin's Supreme Court justices are ""deciding fewer opinions in civil and criminal cases than they used to.""",Ed  Fallone," February 18, 2013",false
14939,By Sean Gorman ,"In Virginia ""there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.""",Grover Norquist," February 18, 2013",false
14940,By Dave Umhoefer ,"Says she heard more than 2,400 cases as a Wisconsin appeals court judge",Patience  Roggensack," February 17, 2013",mostly-true
14941,By Caryn Shinske ,"Says 2012 was the ""first year in American history that more minorities are being born than people in the majority.""",Cory Booker," February 17, 2013",half-true
14942,By C. Eugene Emery Jr. ,"Employers and schools have no right to conduct ""surveillance of a dorm room or a worker’s cubicle.""",Brian Patrick Kennedy," February 17, 2013",barely-true
14943,By Janie Har ,"Says, ""Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness.""",Peter Courtney," February 16, 2013",mostly-true
14944,By Michael McKinney ,"""Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol.""",Edith Ajello," February 16, 2013",false
14945,By W. Gardner Selby ,"Says he ""has repeatedly praised Chuck Hagel’s character, patriotism, bravery, and personal service defending our nation.""",Ted Cruz," February 15, 2013",half-true
14946,By Louis Jacobson ,"""The 12 hottest years on record have come in the last 15 years.""",Barack Obama," February 15, 2013",true
14947,By James B. Nelson ,"Wisconsin’s laws ""ranked the worst in the world for mining investment.""",Wisconsin Manufacturers and Commerce," February 15, 2013",barely-true
14948,By Janel Davis ,"""I was the first member of Congress to call him (Barack Obama) a socialist...""",Paul Broun," February 15, 2013",false
14949,By Sue Owen ,Says Texas is last in workers' compensation coverage.,Sacramento Bee Editorial Board," February 14, 2013",true
14950,By Tom Feran ,"""Ohio companies export more goods and services globally than 41 other states.""",Keith Faber," February 14, 2013",true
14951,By Angie Drobnic Holan ,"""Already, the Affordable Care Act is helping to slow the growth of (Medicare’s) health care costs.""",Barack Obama," February 14, 2013",half-true
14952,By Molly Moorhead ,Says he and Mitt Romney agreed on tying minimum wage increases to inflation.,Barack Obama," February 14, 2013",mostly-true
14953,By Katie Sanders ,"""I still live in the same working-class neighborhood I grew up in.""",Marco Rubio," February 14, 2013",mostly-true
14954,By Molly Moorhead ,"""We have doubled the distance our cars will go on a gallon of gas.""",Barack Obama," February 14, 2013",false
14955,By Bill Wichert ,"""We have a governor who's vetoed measures like increasing our minimum wage and restoring the earned income tax cut.""",John Wisniewski," February 14, 2013",mostly-true
14956,By W. Gardner Selby ,Says Texas ranks first among the states in the amount of carbon dioxide emitted and toxic chemicals released into water.,Sacramento Bee Editorial Board," February 13, 2013",half-true
14957,By Louis Jacobson ,"""Throughout, we have kept Congress fully informed of our efforts"" to create a legal framework on counterterrorism.",Barack Obama," February 13, 2013",false
14958,By W. Gardner Selby ,Says Texas has the nation’s most uninsured residents.,Sacramento Bee Editorial Board," February 13, 2013",barely-true
14959,By Henry J. Gomez ,Says he was the first local official to endorse Barack Obama,Ed FitzGerald," February 13, 2013",barely-true
14960,By Dave Umhoefer ,"On his definition of ""takers"" and ""makers""",Paul Ryan," February 13, 2013",full-flop
14961,By Janel Davis ,"""I was never against same-sex marriage.""",Leah Ward Sears," February 13, 2013",mostly-true
14962,By Becky Bowers ,"Says ""overwhelming majorities of Americans"" support gun legislation ""like background checks.""",Barack Obama," February 13, 2013",mostly-true
14963,By Molly Moorhead ,"Military spending cuts, known as the sequester, were President Barack Obama’s idea.",Marco Rubio," February 12, 2013",half-true
14964,By Louis Jacobson ,"Says his administration has made ""progress"" on border enforcement by ""putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years.""",Barack Obama," February 12, 2013",half-true
14965,By Louis Jacobson ,"""Our economy actually shrank during the last three months of 2012.""",Marco Rubio," February 12, 2013",true
14966,By Louis Jacobson ,"""After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.""",Barack Obama," February 12, 2013",true
14967,By W. Gardner Selby ,Says abortions are decreasing.,Donna Howard," February 12, 2013",true
14968,By Eric Stirgus ,State support for local schools per pupil has decreased by at least 25 percent over the past decade.,EmpowerED Georgia," February 12, 2013",half-true
14969,By Charles Pope ,"Says, ""Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.""",Jeff Merkley," February 11, 2013",true
14970,By Tom Kertscher ,"""When the Affordable Care Act was signed, 17 million American children"" had a pre-existing condition and were ""uninsurable.""",Tammy Baldwin," February 11, 2013",false
14971,By Tom Feran ,"""Three in four low-income workers don’t have any paid sick days available.""",Sherrod Brown," February 11, 2013",true
14972,By Sean Gorman ,"Except for Virginia, ""the other 49 states keep raising their gas tax.""",Richard Saslaw," February 11, 2013",pants-fire
14973,By Eric Stirgus ,There are twice as many gun shops as McDonald’s in the United States.,Markel Hutchins," February 11, 2013",mostly-true
14974,By W. Gardner Selby ,"Says Texas high school ""graduation rates are at an all-time high—the third-highest in the nation—which represents a significant turnaround from just a few short years ago.""",Rick Perry," February 11, 2013",mostly-true
14975,By Dave Umhoefer ,"Says U.S. Sen. Ron Johnson, R-Wisconsin, was elected in a ""very low turnout"" race.",Chris Matthews," February 10, 2013",half-true
14976,By Bill Wichert ,"Says ""right now, we have more military spending than the next 10, 11, 12 countries combined.""",Cory Booker," February 10, 2013",true
14977,By Michael McKinney ,More than 40 percent of sales nationally are made without background checks.,David Cicilline," February 10, 2013",half-true
14978,By Sue Owen ,"Says Austin trains are ""full"" at rush hour and ""packed"" for special events.",Lee Leffingwell," February 8, 2013",mostly-true
14979,By Molly Moorhead ,"""With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens.""",Zoe Lofgren," February 8, 2013",mostly-true
14980,By Sue Owen ,"Says Texas is ""last in mental health expenditures.""",Sacramento Bee Editorial Board," February 8, 2013",mostly-true
14981,By Nancy Madsen ,"""The brutal fact is, when it comes to education, America is slipping"" behind other nations.",Bob McDonnell," February 8, 2013",barely-true
14982,By W. Gardner Selby ,Says Texas ranks first in executions among the states.,Sacramento Bee Editorial Board," February 8, 2013",true
14983,By W. Gardner Selby ,Says Texas ranks last in the percentage of residents with high school diplomas.,Sacramento Bee Editorial Board," February 8, 2013",true
14984,By Katie Sanders ,"Florida has ""the second-lowest (campaign) contribution limit in the entire country.""",Will Weatherford," February 8, 2013",false
14985,By Jake Berry ,"""When total Sandy spending is added up, it's more than the annual budget for the U.S. Department of Homeland Security. And it's more than twice the annual budget of the U.S. Energy Department.""",Kelly  Ayotte," February 8, 2013",mostly-true
14986,By Janel Davis ,"""This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.""",Dan Becker," February 8, 2013",false
14987,By Sabrina Eaton ,"Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded.",Joyce Beatty," February 8, 2013",mostly-true
14988,By C. Eugene Emery Jr. ,"Tide gauges measuring sea level in Rhode Island since 1930 have risen ""maybe about 10 inches since that time.""",Janet Freedman," February 8, 2013",mostly-true
14989,By Dave Umhoefer ,"""We’re taxing our small businesses now at rates higher than corporations.""",Paul Ryan," February 7, 2013",barely-true
14990,By Bill Wichert ,"Says the pension and health benefits reform ""eliminated collective bargaining for health benefits.""",Barbara Buono," February 7, 2013",half-true
14991,By Tom Feran ,Says Gov. John Kasich can remove the president of the State Board of Education.,Chris Redfern," February 7, 2013",mostly-true
14992,By Louis Jacobson ,"""Washington, D.C., now has greater population than Wyoming and Vermont, more active duty military than 29 states, more tax revenue than 29 states (and) a larger domestic product than 27 states.""",Facebook posts," February 6, 2013",half-true
14993,By Katie Sanders ,"Says his budget provides ""the highest state funding level in history"" for education.",Rick Scott," February 6, 2013",half-true
14994,By Tom Kertscher ,"Wisconsin state lawmakers worked seven days in 2012 but got ""paid for a whole year.""",Leon Young," February 6, 2013",pants-fire
14995,By Bill Wichert ,"Says ""in Katrina, they approved $60 billion within 10 days of the storm on a voice vote.""",Chris Christie," February 6, 2013",half-true
14996,By Stephen Koff ,"Says out-of-state abortion clinics ""have marketed their services to minors"" in states with parental consent laws.",Rob Portman," February 6, 2013",true
14997,By Ian K. Kullgren ,"Says ""MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways.""",TriMet," February 5, 2013",true
14998,By Nancy Madsen ,"""One-third of the gasoline is purchased by out-of-state people"" in Virginia",Richard Saslaw," February 5, 2013",false
14999,By Janel Davis ,"""A majority of Americans agree with"" a ban on assault weapons. ""And by the way, so did Ronald Reagan.""",Barack Obama," February 5, 2013",true
15000,By Tom Kertscher ,"40 percent of U.S. gun sales ""are occurring outside of"" licensed gun dealers.",Tom Barrett," February 4, 2013",half-true
15001,By Eric Stirgus ,"""Forty-seven percent of (members of Congress) are millionaires.""",Rob Woodall," February 4, 2013",true
15002,By Tom Feran ,"""Ohio is doing better right now than the national average on all the (economic) numbers.""",Keith Faber," February 4, 2013",half-true
15003,By W. Gardner Selby ,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,Ted Cruz," February 4, 2013",half-true
15004,By Tom Kertscher ,"In 2009, the FBI ""referred more than 71,000"" cases of people failing background checks when trying to buy a gun to another federal agency, ""but U.S. attorneys ultimately prosecuted only 77 of them.""",Mayors Against Illegal Guns," February 3, 2013",half-true
15005,By Bill Wichert ,"Says ""on the state level, we spend less today than Jon Corzine spent in fiscal year 2008, five years later.""",Chris Christie," February 3, 2013",mostly-true
15006,By Michael McKinney ,"""Eighty percent of those who have applied for licenses have no cancer, no Parkinson's disease or glaucoma. They have nothing you would associate [with] the use of medical marijuana.""",Patrick Kennedy," February 3, 2013",half-true
15007,By C. Eugene Emery Jr. ,"""Statistics show one male cat can father 420,000 kittens in five years.""",Central Falls Police Department," February 2, 2013",pants-fire
15008,By Charles Pope ,"Says ending the direct payment farm subsidy program ""could save up to $28.4 billion over ten years that could be used to reduce the deficit.""",Earl Blumenauer," February 1, 2013",true
15009,By W. Gardner Selby ,Says that 9 million to 50 million undocumented immigrants live in the United States.,Texas Federation of Republican Women," February 1, 2013",barely-true
15010,By Sean Gorman ,"Says his plan to raise car registration to $56 would still leave Virginia with a fee that’s ""equal to or lower than most states.""",Bob McDonnell," February 1, 2013",pants-fire
15011,By Louis Jacobson ,"""As a result of National Rifle Association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years.""",Wayne LaPierre," February 1, 2013",half-true
15012,By Sabrina Eaton ,"""States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.""",Marcy Kaptur," February 1, 2013",mostly-true
15013,By Sue Owen ,"Says ""the jurisdictions with the strictest gun control laws, almost without exception … have the highest crime rates and the highest murder rates.""",Ted Cruz," February 1, 2013",false
15014,By Janel Davis ,Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.,Georgia Lottery," February 1, 2013",true
15015,By Molly Moorhead ,"Research shows that ""a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and that's what they support.""",Rush Limbaugh," January 31, 2013",barely-true
15016,By Becky Bowers ,"Says since Australia passed tough gun laws, ""homicides by firearm have declined almost 60 percent.""",Stephen King," January 31, 2013",mostly-true
15017,By Tom Kertscher ,"""I had to lay off 48 people last year,"" which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls.",David A. Clarke Jr.," January 31, 2013",barely-true
15018,By Bill Wichert ,"Says ""the area damaged by Hurricane Sandy represents roughly 10 percent of our nation's economy.""",Rodney Frelinghuysen," January 31, 2013",mostly-true
15019,By W. Gardner Selby ,"""Approximately 43 percent of all college grades today are A's, an increase of 28 percentage points since 1960.""",Thomas Lindsay," January 31, 2013",true
15020,By Stephen Koff ,"Says the New Year’s Day ""fiscal cliff"" deal ""reduces the deficit.""",Sherrod Brown," January 31, 2013",half-true
15021,By Sue Owen ,"Says according to the FBI, more people are killed each year with hammers and clubs than rifles.",Greg Abbott," January 30, 2013",true
15022,By Molly Moorhead ,"""Today, about 40 percent of guns are purchased without a background check.""",Kirsten Gillibrand," January 30, 2013",half-true
15023,By Amy Sherman ,"Says Chuck Hagel has called for ""an end to our nuclear program.""",Americans for a Strong Defense," January 30, 2013",barely-true
15024,By Eric Stirgus ,"""State revenue projections have missed the mark month after month.""",Steve Henson," January 30, 2013",half-true
15025,By Sabrina Eaton ,"""When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty.""",Marcia Fudge," January 30, 2013",false
15026,By Janie Har ,"Says Oak Grove is ""one of the largest cities in Oregon"" and is ""the biggest city in Clackamas County and it's not a city.""",Charlotte Lehan," January 30, 2013",half-true
15027,By C. Eugene Emery Jr. ,"Driving with a dog in your lap is dangerous, in part, because it could fly forward in a crash. ""An 80-pound dog at only 30 mph packs a 2,400-pound punch.""",Peter  Palumbo," January 30, 2013",half-true
15028,By Louis Jacobson ,"""One out of every five law enforcement officers that's killed is killed with an assault weapon.""",Dianne Feinstein," January 29, 2013",mostly-true
15029,By Katie Sanders ,Says state workers have not had across-the-board raises in six years.,Michelle Rehwinkel Vasilinda," January 29, 2013",true
15030,By Eric Stirgus ,"""Since last year’s address, more than 10,000 jobs created -- many on the high end of the employment scale.""",Nathan Deal," January 29, 2013",mostly-true
15031,By Eric Stirgus ,"""Spending of government money is 17 percent less than it was a decade ago.""",Nathan Deal," January 29, 2013",true
15032,By Eric Stirgus ,"Since taking office in January 2011, ""the ‘rainy day’ fund has increased by 226 percent.""",Nathan Deal," January 29, 2013",true
15033,By Dave Umhoefer ,A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.,Internet commenters," January 28, 2013",false
15034,By Becky Bowers ,"""Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.""",Marco Rubio," January 28, 2013",half-true
15035,By James B. Nelson ,"""We just had someone last week in Neenah near a school kill someone with a bow and arrow.""",Scott Walker," January 28, 2013",pants-fire
15036,By Janel Davis ,"The federal government owns 30 percent of the land in the 50 states, or about 650 million acres.",J.D. Van Brink," January 28, 2013",mostly-true
15037,By Tom Kertscher ,"A Republican-sponsored Wisconsin mining bill ""will take at least seven years to create jobs.""",Chris Larson," January 27, 2013",barely-true
15038,By Bill Wichert ,"Says Chris Christie ""vetoed"" a ""jobs package"" of ""30 bills.""",Stephen Sweeney," January 27, 2013",half-true
15039,By Michael McKinney ,"""Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs.""",National Organization for Marriage," January 27, 2013",pants-fire
15040,By ,"Says ""Abortion clinics in Oregon, as in most states, have no state oversight and are not held to basic health or safety standards.""",Gayle Atteberry," January 26, 2013",barely-true
